Name,Category,PostalCode,City,Province,Address,Latitude,Longitude
Melfort & District Museum,museum,S0E 1A0,melfort,sk,401 melfort street west melfort saskatchewan s0e 1a0 canada,52.8563522,-104.6137083
Melsness Mercantile Building,museum,T0H 3M0,valhalla centre,ab,intersection of highway 59 and secondary road #723 valhalla centre alberta t0h 3m0 canada,..,..
Melville Heritage Museum Inc.,museum,S0A 2P0,melville,sk,heritage drive melville saskatchewan s0a 2p0 canada,50.9377763,-102.8204529
Melville Railway Museum,museum,S0A 2P0,melville,sk,melville regional park melville saskatchewan s0a 2p0 canada,..,..
Memory Lane Heritage Village,museum,B0J 1Y0,lake charlotte,ns,5435 clam harbour rd lake charlotte nova scotia b0j 1y0 canada,44.76618,-62.94958006
Mennonite Heritage Museum,museum,V2T 5X4,abbotsford,bc,1818 clearbrook road abbotsford british columbia v2t 5x4 canada,49.03489975,-122.336066
Mennonite Heritage Village (Canada) Inc,museum,R5G 1T8,steinbach,mb,231 hwy 12 n steinbach manitoba r5g 1t8 canada,49.55167405,-96.68691413
Metchosin Museum Society,museum,V9C 3Z3,victoria,bc,4475 happy valley road victoria british columbia v9c 3z3 canada,48.38058035,-123.5334425
Miami Museum,museum,R0G 1H0,miami,mb,3rd street and kerby miami manitoba r0g 1h0 canada,..,..
Miami Railway Station Museum,museum,R0G 1H0,miami,mb,highway-23 miami manitoba r0g 1h0 canada,49.3695153,-98.2279019
Michener House Museum,museum,T4L 1W2,lacombe,ab,5036 -51 street lacombe alberta t4l 1w2 canada,52.46437393,-113.732276
Michif Historical And Cultural Preservation Society,museum,V0E 3A0,vavenby,bc,337 bernard road vavenby british columbia v0e 3a0 canada,51.5831272,-119.7185391
Middleville & District Museum,museum,K0G 1K0,lanark,on,2130 concession rd 6d lanark ontario k0g 1k0 canada,45.05370897,-76.50480221
Miel Des Ruisseaux - …conomusÈe De L'Apiculteur,museum,G8B 5V2,alma,qc,"2924, route du lac ouest",48.5321875,-71.7104161
Milden Community Museum,museum,S0L 2L0,milden,sk,saskatchewan avenue and centre street milden saskatchewan s0l 2l0 canada,..,..
Miles Canyon Historic Railway Society,museum,Y1A 0G5,whitehorse,yt,1127 front street whitehorse yukon y1a 0g5 canada,60.72105795,-135.0516172
Military Communications And Electronics Museum,museum,..,kingston,on,95 craftsman blvd,44.24222875,-76.43979624
Mill of Kintail Conservation Area,museum,K0A 1A0,almonte,on,2854 concession 8 regional road 1 almonte ontario k0a 1a0 canada,..,..
Mill of the Jesuits,museum,G1H 3G3,charlesbourg,qc,7960 boulevard henri-bourassa charlesbourg quÈbec g1h 3g3 canada,46.8488632,-71.2412241
Miller Museum of Geology And Mineralogy,museum,..,kingston,on,36 union st,44.22737787,-76.4925614
Milton Blacksmith Shop Museum,museum,B0T 1P0,liverpool,ns,351 west st liverpool nova scotia b0t 1p0 canada,44.0423541,-64.7335355
Minden Hills Museum,museum,K0M 2K0,minden,on,174-176 bobcaygeon road minden ontario k0m 2k0 canada,44.92946408,-78.72747373
Mines Capelton,museum,J0B 2C0,north-hatley,qc,5800 chemin capelton north hatley quÈbec j0b 2c0 canada,45.2806096,-71.9690787
Mini Train (Mhs),museum,..,markham,on,9350 markham rd,43.89231569,-79.26701687
Miniota Municipal Museum Inc.,museum,R0M 1M0,miniota,mb,110 stewart ave miniota manitoba r0m 1m0 canada,..,..
Minnedosa District Museum And Heritage Village Corp.,museum,R0J 1E0,cres minnedosa,mb,100 heritage park cres. minnedosa manitoba r0j 1e0 canada,..,..
Minto Museum And Information Centre,museum,E4B 3N4,minto,nb,187 main street minto new brunswick e4b 3n4 canada,46.0725513,-66.0653812
Miramichi History Museum,museum,E1N 1M2,miramichi,nb,182 wellington street miramichi city new brunswick e1n 1m2 canada,47.0335869,-65.4610836
Mirror And District Museum,museum,T0B 3C0,mirror,ab,4910 -53 street mirror alberta t0b 3c0 canada,52.46342,-113.117876
Mission House Museum & Gallery,museum,K0J 1L0,combermere,on,1050 mill street combermere ontario k0j 1l0 canada,45.3652155,-77.617235
Mission Museum,museum,V2V 1J9,mission,bc,33201 second ave mission british columbia v2v 1j9 canada,49.1354712,-122.3047067
Missisquoi Museum,museum,J0J 2H0,stanbridge east,qc,"2, rue river",45.121617,-72.915688
Mississippi Valley Textile Museum,museum,K0A 1A0,almonte,on,3 rosamond street east almonte ontario k0a 1a0 canada,45.22798575,-76.19993027
Montgomery's Inn,museum,M9A 1A8,toronto,on,4709 dundas street west toronto ontario m9a 1a8 canada,43.65167,-79.52569173
MontrÈal Holocaust Museum,museum,H3W 1M6,montrÈal,qc,"Èdifice cummings, 5151, ch. cÙte-ste-catherine",45.489016,-73.636294
MontrÈal Aviation Museum,museum,H9X 3V9,st-anne de-bellevue,qc,old stone barn st-anne de bellevue quÈbec h9x 3v9 canada,..,..
Monument Lefebvre,museum,..,memramcook,nb,480 centrale st,46.0720695,-64.71055947
Moore Museum,museum,N0N 1M0,mooretown,on,94 moore line mooretown ontario n0n 1m0 canada,42.83993321,-82.46242709
Moose Jaw Museum & Art Gallery,museum,S6H 0X6,moose jaw,sk,461 langdon cres moose jaw saskatchewan s6h 0x6 canada,50.3947843,-105.5315042
Moose River Gold Mines Museum,museum,B0J 2L0,musquodoboit,ns,6990 moose river road musquodoboit nova scotia b0j 2l0 canada,44.99801076,-62.95123543
Moosehorn Heritage Museum Inc.,museum,R0C 2E0,north moosehorn,mb,corner of railway avenue and 1st street north (station building) moosehorn manitoba r0c 2e0 canada,..,..
Morningstar Mill,museum,..,st-catharines,on,2714 decew rd,43.11024472,-79.26444937
Morris & District Centennial Museum Inc.,museum,R0G 1K0,morris,mb,350 main st. s. corner of hwy #75 & hwy #23e morris manitoba r0g 1k0 canada,..,..
Morse Museum And Cultural Centre,museum,S0H 3C0,morse,sk,410 mckenzie street morse saskatchewan s0h 3c0 canada,50.4165785,-107.0429149
Mossbank And District Museum Inc.,museum,S0H 3G0,mossbank,sk,311 main street mossbank saskatchewan s0h 3g0 canada,..,..
Moulin ¿ Laine D'Ulverton,museum,J0B 2B0,ulverton,qc,210 chemin porter ulverton quÈbec j0b 2b0 canada,45.6893205,-72.2688357
Moulin De La ChevrotiËre,museum,G0A 1S0,grondines,qc,109 rue de chavigny deschambault-grondines quÈbec g0a 1s0 canada,46.62742496,-71.98851232
Mount Hanley One Room Schoolhouse Museum,museum,B0S 1P0,mount,ns,2130 mt hanley rd mount hanley nova scotia b0s 1p0 canada,44.9663294,-65.173996
Mountain View Museum And Archives,museum,T4H 1P6,olds,ab,5038 -51st street olds alberta t4h 1p6 canada,51.7922499,-114.1074019
MSA Museum Society,museum,V2S 3C6,abbotsford,bc,2313 ware street abbotsford british columbia v2s 3c6 canada,49.0443664,-122.3044922
Mulgrave Heritage Centre,museum,B0E 2G0,mulgrave,ns,54 loggie st mulgrave nova scotia b0e 2g0 canada,45.61621731,-61.38929636
Multicultural Heritage Centre,museum,T7Z 1X7,stony plain,ab,5411 -51 street stony plain alberta t7z 1x7 canada,53.525159,-114.0088595
Murney Tower Museum And National Historic Site,museum,K7L 3J6,kingston,on,king street and barrie street kingston ontario k7l 3j6 canada,44.2334317,-76.4907331
Murney Tower National Historic Site (Museum),museum,..,kingston,on,2 king st w,44.22230734,-76.49041953
Murray L. Moore Hydro Museum,museum,K8A 6Y6,pembroke,on,283 pembroke street west pembroke ontario k8a 6y6 canada,45.8243986,-77.1194596
MusÈe D'Art Contemporain De MontrÈal,museum,..,montrÈal,qc,..,45.50774061,-73.56682834
MusÈe De L'Oratoire Saint-Joseph Du Mont-Royal,museum,..,montrÈal,qc,..,45.49242739,-73.61800368
MusÈe Des MaÓtres Et Artisans Du QuÈbec,museum,..,montrÈal,qc,..,45.51156047,-73.6720556
MusÈe Marguerite-Bourgeoys - Chapelle Notre-Dame-De-Bonsecours,museum,..,montrÈal,qc,..,45.50982677,-73.55116119
MusÈe Mccord,museum,..,montrÈal,qc,..,45.50427595,-73.57341987
MusÈe Stewart,museum,..,montrÈal,qc,..,45.51892911,-73.53710807
MusÈe Acadien,museum,E1W 1B6,caraquet,nb,15 boul. st-pierre est caraquet new brunswick e1w 1b6 canada,47.7952579,-64.93833802
MusÈe Acadien De L'UniversitÈ De Moncton,museum,E1A 3E9,moncton,nb,405 avenue de l'universitÈ pavillon clÈment-cormier moncton new brunswick e1a 3e9 canada,..,..
MusÈe Acadien Du QuÈbec,museum,G0C 1E0,bonaventure,qc,"95, av. port-royal",48.044779,-65.491905
MusÈe AmÈrindien Et Inuit,museum,G0H 1G0,godbout,qc,"134, ch. pascal-comeau",49.325175,-67.591758
MusÈe Armand-Frappier,museum,H7V 1B7,laval,qc,"531, boulevard des prairies",45.54319998,-73.72114995
MusÈe Beaulne,museum,J1A 1Y9,coaticook,qc,"96, rue de l'union",45.130566,-71.807717
MusÈe Bon PËre FrÈdÈric,museum,G9A 3P8,trois riviËres ,qc,"890, boulevard du saint-maurice",46.351181,-72.548067
MusÈe Canadien De L'Arme Et Du Bronze,museum,J2G 4W8,dufferin,qc,"53-1, rue dufferin",45.400199,-72.721918
MusÈe D'ArchÈologie De Roussillon,museum,J5R 1E5,la prairie,qc,"214, rue saint-ignace",45.420584,-73.496655
MusÈe D'Art Contemporain De Baie St-Paul,museum,G3Z 2J2,baie saint-paul,qc,23 rue ambroise-fafard baie-saint-paul quÈbec g3z 2j2 canada,47.4402939,-70.5055892
MusÈe D'Art Contemporain Des Laurentides,museum,J7Z 1X6,saint-jÈrÙme,qc,"101, place du curÈ-labelle",45.778518,-74.003105
MusÈe D'Art De Joliette,museum,J6E 4T4,joliette,qc,"145, rue du pËre-wilfrid-corbeil",46.024312,-73.43613
MusÈe D'Histoire De Sherbrooke,museum,J1H 4M5,sherbrooke,qc,"275, rue dufferin",45.405717,-71.894896
MusÈe D'Histoire Naturelle Du Parc National De Miguasha,museum,G0C 2E0,nouvelle,qc,"231, route miguasha ouest",48.104268,-66.348191
MusÈe Daniel Weetaluktuk,museum,J0M 1M0,inukjuak,qc,..,58.455121,-78.1051029
MusÈe De Charlevoix,museum,G5A 2Y8,la malbaie,qc,"10, chemin du havre",47.623311,-70.141894
MusÈe De GuÈrin,museum,J0Z 2E0,guÈrin,qc,"932, rue principale n.",47.659707,-79.314083
MusÈe De Kent Inc.,museum,E4S 3C1,bouctouche,nb,150 chemin du couvent bouctouche new brunswick e4s 3c1 canada,46.4789797,-64.7078244
MusÈe De L'…ducation,museum,H3C 3P8,montrÈal,qc,1205 rue saint-denis montrÈal quÈbec h3c 3p8 canada,45.5129445,-73.5584364
MusÈe De L'AmÈrique Francophone,museum,G1R 4R7,quÈbec,qc,"2, cÙte de la fabrique",46.814002,-71.206847
MusÈe De L'Auto Antique Victor BÈlanger,museum,G0M 1J0,saint cÙme liniËre,qc,"1080, rte du prÈsident-kennedy",46.061097,-70.543369
MusÈe De L'Aviation (Site De La Maison Dupuis),museum,G6E 2W4,sainte-marie,qc,"640, rue notre-dame s.",46.431364,-71.0136
MusÈe De L'Entrepreneurship Beauceron,museum,G5Y 4S9,saint-georges,qc,"250, 18e rue Ètage 4",46.117514,-70.673611
MusÈe De L'Ermitage Saint-Antoine De Lac-Bouchette,museum,G0W 1V0,lac bouchette,qc,"250, rte de l'ermitage",48.27789,-72.193704
MusÈe De L'HÙtel Des Postes,museum,G6P 5W1,victoriaville,qc,949 boulevard des bois-francs sud,46.038665,-71.915966
MusÈe De L'Imprimerie Du QuÈbec,museum,H2Y 2P4,montrÈal,qc,423 rue st-nicolas montrÈal quÈbec h2y 2p4 canada,45.54706055,-73.66558325
MusÈe De La BoucaniËre,museum,E4N 1B5,cap pelÈ,nb,2464 acadie rd. cap-pelÈ new brunswick e4n 1b5 canada,..,..
MusÈe De La DÈfense AÈrienne De Bagotville,museum,G0V 1A0,la baie,qc,"6513, chemin saint-anicet,",45.47782372,-73.65572847
MusÈe De La Faune,museum,G0X 1N0,saint-mathieu du-parc,qc,"2120, ch. st-franÁois",46.649519,-72.967422
MusÈe De La Femme,museum,J4H 1G4,longueuil,qc,460 rue st charles ouest suite 401 longueuil quÈbec j4h 1g4 canada,45.53496405,-73.514004
MusÈe De La GaspÈsie,museum,G4X 1A9,gaspÈ,qc,"80, boulevard de gaspÈ",48.836718,-64.474653
MusÈe De La MÈmoire Vivante,museum,G0R 3G0,saint-jean port joli,qc,"710, avenue de gaspÈ ouest",47.171685,-70.306608
MusÈe De La Mer,museum,G4T 9C8,havre aubert,qc,"1023, chemin de la grave",47.238146,-61.831652
MusÈe De La Mode,museum,H2Y 1J3,montrÈal,qc,385 rue de la commune est,45.50898087,-73.55149881
MusÈe De La Nature,museum,G0V 1T0,sainte-rose du-nord,qc,"199, rue de la montagne",48.38743,-70.590368
MusÈe De La Nature Et Des Sciences,museum,J1H 1K1,sherbrooke,qc,225 rue frontenac sherbrooke quÈbec j1h 1k1 canada,45.4029295,-71.89612
MusÈe De La Neufve-France,museum,G0J 2L0,sainte-flavie,qc,"141, rte de la mer",48.593137,-68.269553
MusÈe De La Petite Maison Blanche Et Du DÈluge Du Saguenay,museum,G7J 0K3,saguenay,qc,251 rue bossÈ,48.424421,-71.076994
MusÈe De La Poste Et Boutique De Forge,museum,J0Y 1J0,saint-marc de-figuery,qc,"449, rte 111",48.472836,-78.046038
MusÈe De Lachine,museum,H8S 4L9,montrÈal,qc,"1, chemin du musÈe",45.42994551,-73.66645979
MusÈe De Memramcook,museum,E4K 3S7,memramcook,nb,612 rue centrale memramcook new brunswick e4k 3s7 canada,45.974468,-64.5654467
MusÈe De PalÈontologie Et De L'…volution,museum,H3K 2J1,montrÈal,qc,541 rue de la congrÈgation montrÈal quÈbec h3k 2j1 canada,45.4812963,-73.5582054
MusÈe De Saint Isidore Inc.,museum,E8M 1C2,saint isidore,nb,3942 boul. des fondateurs saint-isidore new brunswick e8m 1c2 canada,47.5513112,-65.0626781
MusÈe De Saint-Boniface,museum,R2H 2B2,winnipeg,mb,494 ave tachÈ winnipeg manitoba r2h 2b2 canada,49.88497695,-97.12486746
MusÈe De Sainte-Martine,museum,J0S 1V0,sainte martine,qc,164c rue saint-joseph sainte-martine quÈbec j0s 1v0 canada,45.2470887,-73.8032881
MusÈe De Sculpture Sur Bois Des Anciens Canadiens,museum,G0R 3G0,saint-jean port joli,qc,"332, av. de gaspÈ o.",47.194063,-70.287071
MusÈe De St-Georges Museum Le,museum,R0E 1V0,st-georges,mb,19 baie caron po box 171 st-georges manitoba r0e 1v0 canada,..,..
MusÈe De St-Pierre-Jolys Inc.,museum,R0A 1V0,st-pierre jolys,mb,432 joubert street north st-pierre-jolys manitoba r0a 1v0 canada,..,..
MusÈe Des AbÈnakis,museum,J0G 1H0,odanak,qc,"108, rue waban-aki",46.071087,-72.821653
MusÈe Des Acadiens Des Pubnicos Et Archives,museum,B0W 3S0,yarmouth,ns,#898 autroute 335 via route 3 -seven minutes from exit 31 on highway 103 west pubnico yarmouth nova scotia b0w 3s0 canada,..,..
MusÈe Des Augustines De L'HÙpital GÈnÈral De QuÈbec,museum,G1K 5N1,quÈbec,qc,260 boulevard langelier quÈbec quÈbec g1k 5n1 canada,46.8062847,-71.2217335
MusÈe Des Beaux-Arts De Mont-Saint-Hilaire,museum,J3H 5Z5,mont-saint-hilaire,qc,"150, rue du centre-civique",45.565207,-73.19007
MusÈe Des Beaux-Arts De Sherbrooke,museum,J1H 4M3,sherbrooke,qc,..,45.405268,-71.894321
MusÈe Des Communications Et D'Histoire De Sutton,museum,J0E 2K0,sutton,qc,principale sutton quÈbec j0e 2k0 canada,45.0967173,-72.623971
MusÈe Des Cultures Du Monde,museum,J3T 1V5,nicolet,qc,"900, boul. louis-frÈchette",46.232868,-72.610196
MusÈe Des Cultures Fondatrices Inc,museum,E8N 1A6,grande-anse,nb,184 rue acadie grande-anse new brunswick e8n 1a6 canada,47.8117027,-65.1865586
MusÈe Des Deux-Rives,museum,J6S 1Y1,valleyfield,qc,21 dufferin street salaberry-de-valleyfield quÈbec j6s 1y1 canada,45.2619399,-74.1099819
MusÈe Des Filles De JÈsus,museum,G8Z 2M8,trois riviËres ,qc,1193 boulevard saint-louis trois-riviËres quÈbec g8z 2m8 canada,46.3483343,-72.55244
MusÈe Des HospitaliËres De L'HÙtel-Dieu De MontrÈal,museum,H2W 1R5,montrÈal,qc,"201, avenue des pins ouest",45.513319,-73.576901
MusÈe Des Ondes Emile Berliner,museum,H4C 2Z6,montrÈal,qc,"1001, rue lenoir local e-206",45.4766,-73.592173
MusÈe Des Outils Anciens,museum,J0A 1K0,saint-rÈmi-de-tingwick,qc,"1460, rue principale",45.863884,-71.822095
MusÈe Des Pionniers,museum,J0V 1W0,saint andrÈ avellin,qc,"20, rue bourgeois",45.723564,-75.0564
MusÈe Des Pionniers De Grand-Digue,museum,E4R 5K3,grande digue,nb,468 b route 530 grande-digue new brunswick e4r 5k3 canada,..,..
MusÈe Des Pionniers Et Des Chanoinesses,museum,R0G 1M0,notre dame de lourdes,mb,cp 186 notre-dame-de-lourdes manitoba r0g 1m0 canada,49.533333,-98.55
MusÈe Des Pompiers Auxiliaires De Mont-Royal,museum,H2T 1R9,montrÈal,qc,5100 boulevard saint-laurent montrÈal quÈbec h2t 1r9 canada,45.523046,-73.5930012
MusÈe Des Religions,museum,J3T 1V5,nicolet,qc,900 blvd louis-frÈchette nicolet quÈbec j3t 1v5 canada,46.2325975,-72.6103779
MusÈe Des Soeurs De MisÈricorde,museum,H4J 2G3,montrÈal,qc,"12435, avenue de la misÈricorde",45.534662,-73.719762
MusÈe Des Soeurs De Notre-Dame Du St-Rosaire,museum,G5L 3E3,rimouski,qc,300 allÈe du rosaire rimouski quÈbec g5l 3e3 canada,48.449804,-68.5169666
MusÈe Des Ursulines De QuÈbec,museum,G1R 3Y7,quÈbec,qc,"12, rue donnacona",46.811955,-71.207959
MusÈe Des Ursulines De Trois-RiviËres,museum,G9A 5B5,trois-riviËres,qc,"734, rue des ursulines",46.34479831,-72.53716561
MusÈe Du Bas-Saint-Laurent,museum,G5R 3V3,riviËre du-loup,qc,"300, rue saint-pierre",47.829825,-69.54588
MusÈe Du Centre Acadien De L'UniversitÈ Sainte-Anne,museum,B0W 1M0,pointe de-l'Èglise,ns,universitÈ sainte-anne 1695 route 1 pointe de l'Èglise nova scotia b0w 1m0 canada,..,..
MusÈe Du Centre CommÈmoratif De L'Holocauste ¿ MontrÈal,museum,H3W 1M6,montrÈal,qc,"5151, chemin de la cÙte ste-catherine",45.48921315,-73.63679438
MusÈe Du Ch‚teau Dufresne / MusÈe Dufresne Nicheri,museum,H1W 3W2,montrÈal,qc,"2929, avenue jeanne-d'arc",45.55341708,-73.55344353
MusÈe Du CollËge De LÈvis,museum,G6V 5K1,lÈvis,qc,9 rue monseigneur gosselin lÈvis quÈbec g6v 5k1 canada,46.8113726,-71.1802276
MusÈe Du Fjord,museum,G7B 1G2,saguenay,qc,"3346, boulevard de la grande baie sud",48.31756581,-70.85395694
MusÈe Du Fort,museum,G1R 4S7,quÈbec,qc,"10, rue ste-anne",46.813062,-71.205201
MusÈe Du Fort St-Jean,museum,J3B 8R8,saint-jean richelieu,qc,15 rue jacques-cartier nord saint-jean richelieu quÈbec j3b 8r8 canada,45.2956772,-73.25265372
MusÈe Du Fromage Cheddar,museum,G8J 1L4,perron saint-prime,qc,148 ave albert-perron saint-prime quÈbec g8j 1l4 canada,48.59210044,-72.338423
MusÈe Du Golf Du QuÈbec,museum,J2H 0P7,granby,qc,"669, rue coupland",45.35906,-72.668844
MusÈe Du Haut-Richelieu,museum,J3B 7W3,saint jean sur richelieu,qc,"place du marchÈ 182, rue jacques-cartier nord",45.305322,-73.253986
MusÈe Du Ski De QuÈbec,museum,G0A 1E0,beauprÈ,qc,2000 boul. du beau-prÈ beauprÈ quÈbec g0a 1e0 canada,47.0449182,-70.8952666
MusÈe Du Squelette,museum,G0L 1K0,notre-dame-des-sept-douleurs,qc,chemin principal,47.969376,-69.289286
MusÈe Du Squelette (Animal Skeleton Museum),museum,G0L 1K0,Óle verte,qc,3402 chemin principal Óle-verte quÈbec g0l 1k0 canada,..,..
MusÈe Du TÈmiscouata,museum,G0L 1X0,tÈmiscouata sur le lac,qc,"2448, rue commerciale sud",47.612327,-68.792232
MusÈe Eudore-Dubeau,museum,H3T 1J4,montrÈal,qc,"2900, boul. Èdouard-montpetit pavillon roger-gaudry, porte b-1, local d-129",45.502718,-73.614969
MusÈe Eudore-Dubeau UniversitÈ De MontrÈal,museum,H3T 1J4,montrÈal,qc,2900 edouard-montpetit local d-129 facultÈ de mÈdecine dentaire montrÈal quÈbec h3t 1j4 canada,..,..
MusÈe Ferroviaire De Beauce,museum,G0S 3J0,vallÈe jonction,qc,"397, rue jean-marie rousseau",46.370681,-70.922348
MusÈe Ferroviaire Gare De Labelle,museum,J0T 1H0,labelle,qc,"178, rue du dÈpÙt",46.283108,-74.735382
MusÈe Heritage Museum And Archives,museum,T8N 3Z9,st-albert,ab,5 st. anne street st. albert place st. albert alberta t8n 3z9 canada,..,..
MusÈe Historique De Tracadie Inc.,museum,E1X 1E1,tracadie,nb,399 rue du couvent -suite 222 tracadie new brunswick e1x 1e1 canada,47.5131096,-64.9074959
MusÈe Historique Du Madawaska,museum,E3V 2S8,edmundston,nb,165 boulevard hÈbert edmundston new brunswick e3v 2s8 canada,47.3709406,-68.3155721
MusÈe HonorÈ-Mercier,museum,J0J 2G0,sabrevois,qc,"927, rte 133",45.218701,-73.229324
MusÈe Huron-Wendat,museum,G0A 4V0,ekionkiestha wendake,qc,"15, place de la rencontre ekionkiestha",46.856712,-71.357488
MusÈe La Vieille Fromagerie Perron,museum,G8J 1L4,perron saint-prime,qc,"148, av. albert-perron",48.592193,-72.338147
MusÈe Le Chafaud,museum,G0C 2L0,percÈ,qc,"145, route 132 o.",48.521781,-64.212214
MusÈe Le RÈgiment De La ChaudiËre,museum,G6V 4P7,arsenal lÈvis,qc,"10, rue de l'arsenal",46.8042957,-71.1829841
MusÈe Louis-HÈmon,museum,G0W 2G0,pÈribonka,qc,"700, route maria-chapdelaine",48.753323,-72.013411
MusÈe Louis-Langlois (…comusÈe De RiviËre-PentecÙte),museum,G0H 1R0,cartier,qc,"2088, rue mgr-labrie",49.679036,-67.16727
MusÈe Marie-LÈonie,museum,J1H 4M1,sherbrooke,qc,"130, rue de la cathÈdrale",45.402181,-71.893552
MusÈe Maritime De Charlevoix,museum,G0A 3Y0,les Èboulements,qc,"305, rue de l'Èglise",47.45730585,-70.36354882
MusÈe Maritime Du Phare De Matane,museum,G4W 1V7,matane,qc,"968, av. du phare o.",48.849967,-67.548748
MusÈe Maritime Du QuÈbec - Capitaine J.E. Bernier,museum,G0R 2B0,lislet,qc,"55, chemin des pionniers est",47.128556,-70.371617
"MusÈe Marius-Barbeau, Maison De La Culture",museum,G0S 2V0,saint-joseph-de-beauce,qc,"139, rue ste-christine bureau 200",46.310991,-70.881887
MusÈe Mccord Stewart,museum,H3A 1E9,montrÈal,qc,690 rue sherbrooke ouest montrÈal quÈbec h3a 1e9 canada,45.50459635,-73.57362
MusÈe Militaire De Trois-RiviËres,museum,G9A 1R6,trois riviËres ,qc,"574, rue st-franÁois-xavier",46.347535,-72.54154
MusÈe MinÈralogique De L'Abitibi-TÈmiscamingue (Malartic),museum,J0Y 1Z0,malartic,qc,"650, rue de la paix",48.133457,-78.122444
MusÈe MinÈralogique Et Minier - Centre Historique De La Mine King|Kb3,museum,G6G 7Y8,thetford mines,qc,"711, boul. frontenac o.",46.096032,-71.325864
MusÈe Monseigneur Scheffer,museum,G0G 1W0,blanc-sablon,qc,"Èglise de notre-dame-de-lourdes, 1 rue deslauriers c.p. 100",51.4120675,-57.203036
MusÈe Montcalm,museum,..,gatineau,on,..,45.42511845,-75.72271056
MusÈe Namesokanjic,museum,G6B 1H6,lac mÈgantic,qc,527 rue frontenac bureau 200 lac-mÈgantic quÈbec g6b 1h6 canada,..,..
MusÈe National De La Photographie,museum,J2B 1B3,drummondville,qc,"400, rue hÈriot",45.884339,-72.488762
MusÈe National Des Beaux-Arts Du QuÈbec (Mnbaq),museum,G1R 2H1,quÈbec,qc,"179, rue grande allÈe o.",46.800969,-71.225027
MusÈe Pierre-Boucher,museum,G9A 5S3,trois riviËres ,qc,"858, rue laviolette",46.348462,-72.544755
MusÈe Populaire De La Photographie,museum,J2C 1M2,drummondville,qc,217 rue brock drummondville quÈbec j2c 1m2 canada,45.8798856,-72.4804832
MusÈe Pour Enfants De Laval,museum,H7P 0A5,laval,qc,"3805, boul. curÈ-labelle",45.571969,-73.7841
MusÈe QuÈbÈcois De Culture Populaire,museum,G9A 6L5,trois-riviËres,qc,"200, rue laviolette",46.34493625,-72.53983219
MusÈe QuÈbÈcois De L'Agriculture Et De L'Alimentation,museum,G0R 1Z0,la pocatiËre,qc,"100, 4e avenue",47.367739,-70.040857
MusÈe RÈgional De Kamouraska,museum,G0L 1M0,kamouraska,qc,69 avenue morel kamouraska quÈbec g0l 1m0 canada,47.5661803,-69.8681206
MusÈe RÈgional De La CÙte-Nord,museum,G4R 1X7,sept Óles,qc,"500, boulevard laure",50.213446,-66.375888
MusÈe RÈgional De Rimouski,museum,..,..,qc,"35, rue saint-germain ouest",48.4504531,-68.52917134
MusÈe RÈgional De Vaudreuil-Soulanges,museum,J7V 2N3,vaudreuil dorion,qc,"431, av. saint-charles",45.400134,-74.027323
MusÈe RÈgional Joseph-Filion,museum,J7E 1L6,sainte thÈrËse,qc,"6, rue blainville e.",45.639424,-73.840622
MusÈe Saint-Laurent,museum,G0L 4K0,trois pistoles,qc,"552, rue notre-dame e.",48.133217,-69.159825
MusÈe Shaputuan,museum,G4R 5R2,uashat,qc,290 boul. des montagnais uashat quÈbec g4r 5r2 canada,50.2279193,-66.39257102
MusÈe St-…phrem,museum,J0H 2E0,upton,qc,351 mgr. desmarais upton quÈbec j0h 2e0 canada,45.65163055,-72.69268642
MusÈe St. Brieux Museum,museum,S0K 3V0,st-brieux,sk,300 barbier drive st. brieux saskatchewan s0k 3v0 canada,..,..
MusÈe St. Joseph Museum Inc.,museum,R0G 2C0,st-joseph,mb,po box 34 25 boulevard brais st. joseph manitoba r0g 2c0 canada,..,..
MusÈe St. Paul Museum,museum,T0A 3A0,saint-paul,ab,5409 -50 ave saint paul alberta t0a 3a0 canada,..,..
MusÈe Sturgeon River House Museum,museum,P2B 2N7,sturgeon falls,on,250 fort road sturgeon falls ontario p2b 2n7 canada,44.51895214,-78.70852968
MusÈe Ukraina Museum,museum,S7K 7V9,saskatoon,sk,222 avenue m south saskatoon saskatchewan s7k 7v9 canada,52.1278768,-106.688759
MusÈe-…glise Saint-Venant,museum,J0B 1S0,st-venant-de-paquette,qc,"11, ch. du village",45.125225,-71.462772
Museum,museum,..,white rock,bc,..,49.02169224,-122.8074195
Museum Annex,museum,..,township of langley,bc,..,49.16781256,-122.5751332
Museum At Campbell River,museum,V9W 4Z9,campbell,bc,470 island highway campbell river british columbia v9w 4z9 canada,50.0326958,-125.2699716
Museum London,museum,N6A 5H4,london,on,421 ridout st n. london ontario n6a 5h4 canada,42.98300608,-81.25440844
Museum of Anthropology,museum,V6T 1Z2,vancouver,bc,6393 north west marine drive university of british columbia vancouver british columbia v6t 1z2 canada,49.26946905,-123.2594145
Museum of Antiquities,museum,S7N 5A2,saskatoon,sk,university of saskatchewan 116 peter mackinnon building 107 administration place saskatoon saskatchewan s7n 5a2 canada,..,..
Museum of Classical Antiquities,museum,K1N 6N5,ottawa,on,55 laurier ave. east desmarais building 3rd floor ottawa ontario k1n 6n5 canada,..,..
Museum of Contemporary Canadian Art (Mocca),museum,M6J 1G8,toronto,on,952 queen st w,43.64495985,-79.4171645
